NamaSPPG,Alamat,Tanggal Opsnal,Provinsi,wilayah,Nama Kepala,Nama Yayasan,Alamat_lengkap
SPPG Demak Bonang Weding,Weding Timur Rt 001 Rw 006 Desa Weding Kecamatan Bonang Kabupaten Demak Provinsi Jawa Tengah,27-08-2025,JAWA TENGAH,Wilayah II,Muhammad Syafiul Anam,,Demak Bonang Weding Weding Timur Rt 001 Rw 006 Desa Weding Kecamatan Bonang Kabupaten Demak Provinsi Jawa Tengah JAWA TENGAH
SPPG Demak Demak Kalikondang 2,Dukuh Barus RT 008 RW 006 Desa Kalikondang Kelurahan Kalikondang Kecamatan Demak Kabupaten Demak Provinsi Jawa Tengah,22-08-2025,JAWA TENGAH,Wilayah II,Firdaus Alfarisi Armilani,,Demak Demak Kalikondang 2 Dukuh Barus RT 008 RW 006 Desa Kalikondang Kelurahan Kalikondang Kecamatan Demak Kabupaten Demak Provinsi Jawa Tengah JAWA TENGAH
SPPG Demak Gajah Sari,"Desa Sari RT.01/RW.02, Kec. Gajah, Kab. Demak, Jateng., Sari, Gajah, Kab. Demak, Jawa Tengah",04-09-2025,JAWA TENGAH,Wilayah II,Ahmad Mukhanif,,"Demak Gajah Sari Desa Sari RT.01/RW.02, Kec. Gajah, Kab. Demak, Jateng., Sari, Gajah, Kab. Demak, Jawa Tengah JAWA TENGAH"
SPPG Demak Guntur Bakalrejo,Gabus 005 002 Desa Bakalrejo Kecamatan Guntur Kabupaten Demak,18-08-2025,JAWA TENGAH,Wilayah II,Muhamad Mahsun,,Demak Guntur Bakalrejo Gabus 005 002 Desa Bakalrejo Kecamatan Guntur Kabupaten Demak JAWA TENGAH
SPPG Demak Guntur Temuroso 2,Jl. Djasun Rt 08 Rw 01 Desa Temuroso Kec. Guntur Kab. Demak,01-10-2025,JAWA TENGAH,Wilayah II,Henny Diah Ayu Puspitasari,,Demak Guntur Temuroso 2 Jl. Djasun Rt 08 Rw 01 Desa Temuroso Kec. Guntur Kab. Demak JAWA TENGAH
SPPG Demak Mijen Mijen 2,"Jl. Gubug Purwodadi Desa Mijen Timur Kec. Kebonagung Kabupaten Demak Jawa Tengah, Mijen, Kebonagung, Kab. Demak, Jawa Tengah",30-08-2025,JAWA TENGAH,Wilayah II,Luklu Ul Maknuun,,"Demak Mijen Mijen 2 Jl. Gubug Purwodadi Desa Mijen Timur Kec. Kebonagung Kabupaten Demak Jawa Tengah, Mijen, Kebonagung, Kab. Demak, Jawa Tengah JAWA TENGAH"
SPPG Demak Wonosalam Kendaldoyong,"Dusun Blambangan RT 004 RW 006, Desa Kendaldoyong, Kecamatan Wonosalam, Kabupaten Demak, Jawa Tengah",19-03-2025,JAWA TENGAH,Wilayah II,Nida Maulidina Istanto,,"Demak Wonosalam Kendaldoyong Dusun Blambangan RT 004 RW 006, Desa Kendaldoyong, Kecamatan Wonosalam, Kabupaten Demak, Jawa Tengah JAWA TENGAH"
SPPG Dharmasraya Sitiung Sitiung 2,"Alinia Park &amp;amp;amp;amp;amp; Resort, Kec. Sitiung, Jorong Lawai, Kabupaten Dharmasraya, Sumatera Barat",19-09-2025,SUMATERA BARAT,Wilayah I,Puja Tamara,,"Dharmasraya Sitiung Sitiung 2 Alinia Park &amp;amp;amp;amp;amp; Resort, Kec. Sitiung, Jorong Lawai, Kabupaten Dharmasraya, Sumatera Barat SUMATERA BARAT"
SPPG Dompu Dompu Manggeasi,Lingkungan Sambi tangga RT.09 RW.04 Kelurahan Kandai Satu,19-08-2025,NUSA TENGGARA BARAT,Wilayah II,IMAM SAUKANI KARUNIA,,Dompu Dompu Manggeasi Lingkungan Sambi tangga RT.09 RW.04 Kelurahan Kandai Satu NUSA TENGGARA BARAT
SPPG Empat Lawang Tebing Tinggi Tanjungkupang 2,"JL Lintas Sumatera No. 14 Rt.003 Rw.007 Kelurahan Tanjung Kupang, Kecamatan Tebing Tinggi, Kabupaten Empat Lawang, Provinsi Sumatera Selatan, TANJUNGKUPANG , TEBING TINGGI, KAB. EMPAT LAWANG, SUMATERA SELATAN",19-08-2025,SUMATERA SELATAN,Wilayah I,Muhammad Jakra Wirawan,,"Empat Lawang Tebing Tinggi Tanjungkupang 2 JL Lintas Sumatera No. 14 Rt.003 Rw.007 Kelurahan Tanjung Kupang, Kecamatan Tebing Tinggi, Kabupaten Empat Lawang, Provinsi Sumatera Selatan, TANJUNGKUPANG , TEBING TINGGI, KAB. EMPAT LAWANG, SUMATERA SELATAN SUMATERA SELATAN"
SPPG Ende Ndona Lokoboko,"Jl. Jurusan Lokoboko - Watumbawu, RT.001/RW.001, Kel. Lokoboko, Kec. Ndona, Kab. Ende, Prov. Nusa Tenggara Timur",17-02-2025,NUSA TENGGARA TIMUR,Wilayah III,"Yoseph Andrianus Elwardus.,S.E",Yayasan Putra Persada Bakti,"Ende Ndona Lokoboko Jl. Jurusan Lokoboko - Watumbawu, RT.001/RW.001, Kel. Lokoboko, Kec. Ndona, Kab. Ende, Prov. Nusa Tenggara Timur NUSA TENGGARA TIMUR"
SPPG Enrekang Anggeraja Mampu,"Sangeran, Desa Mampu Kecamatan Anggeraja Kab. Enrekang Provinsi Sulwesi Selatan 91752, Mampu, Anggeraja, Kab. Enrekang, Sulawesi Selatan",17-09-2025,SULAWESI SELATAN,Wilayah III,Sulfikar Ramli,,"Enrekang Anggeraja Mampu Sangeran, Desa Mampu Kecamatan Anggeraja Kab. Enrekang Provinsi Sulwesi Selatan 91752, Mampu, Anggeraja, Kab. Enrekang, Sulawesi Selatan SULAWESI SELATAN"
SPPG Flores Timur Adonara Barat Waiwadan,"Jl. Trans Adonara, Dapur Ferdinando Bersaudara, Desa Waiwadan, Kecamatan Adonara Barat, Kabupaten Flores Timur, Provinsi Nusa Tenggara Timur",28-08-2025,NUSA TENGGARA TIMUR,Wilayah III,Wilfridus Atalawing Kebelen,,"Flores Timur Adonara Barat Waiwadan Jl. Trans Adonara, Dapur Ferdinando Bersaudara, Desa Waiwadan, Kecamatan Adonara Barat, Kabupaten Flores Timur, Provinsi Nusa Tenggara Timur NUSA TENGGARA TIMUR"
SPPG Garut Banyuresmi Sukaraja,"Kampung Pasir Lenca, RT 002 RW 011, Desa sukaraja, Kecamatan Banyuresmi, Kabupaten Garut, Provinsi Jawa Barat",23-06-2025,JAWA BARAT,Wilayah II,Hapad Nizala,Yayasan Guna Insan Mandiri,"Garut Banyuresmi Sukaraja Kampung Pasir Lenca, RT 002 RW 011, Desa sukaraja, Kecamatan Banyuresmi, Kabupaten Garut, Provinsi Jawa Barat JAWA BARAT"
SPPG Garut Cibalong Karyasari,"Jalan Raya Cibalong, Kampung Sindang Sari, RT 003/002 ",26-05-2025,JAWA BARAT,Wilayah II,Reza Mahandika,Yayasan Dapur Sehat Merah Putih,"Garut Cibalong Karyasari Jalan Raya Cibalong, Kampung Sindang Sari, RT 003/002  JAWA BARAT"
SPPG Garut Cikajang Giriawas,"Afdeling Situayu Blok Situayu 2 Kebun Cisaruni Kampung Sukagalih RT 01 RW 02 Desa Giriawas Kecamatan Cikajang Kabupaten Garut, Jawa Barat",03-09-2025,JAWA BARAT,Wilayah II,Sapa`at,,"Garut Cikajang Giriawas Afdeling Situayu Blok Situayu 2 Kebun Cisaruni Kampung Sukagalih RT 01 RW 02 Desa Giriawas Kecamatan Cikajang Kabupaten Garut, Jawa Barat JAWA BARAT"
SPPG Garut Cilawu Karyamekar,"Kp. Cigandok RT 03 RW 10 Desa Karyamekar Kecamatan Cilawu Kabupaten Garut, Jawa Barat",26-09-2025,JAWA BARAT,Wilayah II,Beni Astari,,"Garut Cilawu Karyamekar Kp. Cigandok RT 03 RW 10 Desa Karyamekar Kecamatan Cilawu Kabupaten Garut, Jawa Barat JAWA BARAT"
SPPG Garut Cisewu Mekarsewu,"Jl. Kampung Cibengang, Rt 02/Rw03, Desa Mekarsewu, Kecamatan Cisewu, Kabupaten Garut, Jawa Barat, Mekarsewu, Cisewu, Kab. Garut, Jawa Barat",01-09-2025,JAWA BARAT,Wilayah II,Dadan,,"Garut Cisewu Mekarsewu Jl. Kampung Cibengang, Rt 02/Rw03, Desa Mekarsewu, Kecamatan Cisewu, Kabupaten Garut, Jawa Barat, Mekarsewu, Cisewu, Kab. Garut, Jawa Barat JAWA BARAT"
SPPG Garut Cisurupan Pangauban 1,"Pangauban, Kecamatan Cisurupan, Kabupaten Garut (Depan Sekolah Sd Cipaganti), Jawa Barat",20-09-2025,JAWA BARAT,Wilayah II,Fikri Zulhaq Ramadhani,,"Garut Cisurupan Pangauban 1 Pangauban, Kecamatan Cisurupan, Kabupaten Garut (Depan Sekolah Sd Cipaganti), Jawa Barat JAWA BARAT"
SPPG Garut Karangtengah Cinta 2,"Desa Cinta, Kecamatan Karangtengah, Kabupaten Garut, Provinsi Jawa Barat, Kode Pos 44184. , Cinta, Karangtengah, Kab. Garut, Jawa Barat",29-08-2025,JAWA BARAT,Wilayah II,Sagita Megantara,,"Garut Karangtengah Cinta 2 Desa Cinta, Kecamatan Karangtengah, Kabupaten Garut, Provinsi Jawa Barat, Kode Pos 44184. , Cinta, Karangtengah, Kab. Garut, Jawa Barat JAWA BARAT"
SPPG Garut Pangatikan Cimaragas,"Kampung Babakan Tani, Rt 002/Rw 006, Desa Cimaragas, Kecamatan Pangatikan, Kabupaten Garut, Provinsi Jawa Barat",25-08-2025,JAWA BARAT,Wilayah II,Sandi Yosepa Ridwan,,"Garut Pangatikan Cimaragas Kampung Babakan Tani, Rt 002/Rw 006, Desa Cimaragas, Kecamatan Pangatikan, Kabupaten Garut, Provinsi Jawa Barat JAWA BARAT"
SPPG Garut Samarang Cintakarya 3,Kampung Pasir RT 05 RW 04 Desa Cintakarya Kecamatan Samarang Kabupaten Garut Provinsi Jawa Barat,22-09-2025,JAWA BARAT,Wilayah II,Intan Hartanti Rahmanningsih,,Garut Samarang Cintakarya 3 Kampung Pasir RT 05 RW 04 Desa Cintakarya Kecamatan Samarang Kabupaten Garut Provinsi Jawa Barat JAWA BARAT
SPPG Garut Sukawening Sukaluyu ,Kp Tagog RT 001 RW 001 Desa Sukaluyu Kecamatan Sukawening Kabupaten ,17-02-2025,JAWA BARAT,Wilayah II,Ladyna Supiyani,Yayasan Karya Utama Insani,Garut Sukawening Sukaluyu  Kp Tagog RT 001 RW 001 Desa Sukaluyu Kecamatan Sukawening Kabupaten  JAWA BARAT
SPPG Gayo Lues Blangpegayon Cinta Maju,"jalan Kong Bur Desa Cinta Maju, Kecamatan Blang Pegayon Kabupaten Gayo Lues , CINTA MAJU, BLANGPEGAYON, KAB. GAYO LUES, ACEH",19-08-2025,ACEH,Wilayah I,Arfako Dian Candra,,"Gayo Lues Blangpegayon Cinta Maju jalan Kong Bur Desa Cinta Maju, Kecamatan Blang Pegayon Kabupaten Gayo Lues , CINTA MAJU, BLANGPEGAYON, KAB. GAYO LUES, ACEH ACEH"
SPPG Gayo Lues Pining Pining,"Dusun Benteng Kampung Pining Kecamatan Pining, Kabupaten Gayo Lues, Aceh",17-10-2025,ACEH,Wilayah I,Tarmizi Taher,,"Gayo Lues Pining Pining Dusun Benteng Kampung Pining Kecamatan Pining, Kabupaten Gayo Lues, Aceh ACEH"
SPPG Gowa Bungaya Sapaya,Bone Baru Lingkungan Tinggi Balla,27-07-2025,SULAWESI SELATAN,Wilayah III,Andi Amri Yusuf Ramadan,,Gowa Bungaya Sapaya Bone Baru Lingkungan Tinggi Balla SULAWESI SELATAN
SPPG Gowa Pallangga Julukanaya,"Dusun Pancana, Desa Julukanaya, Kecamatan Pallangga, Kab. Gowa Rt 001/Rw 002 KodePos : 92177",26-05-2025,SULAWESI SELATAN,Wilayah III,Rahmat Hidayat Aksan,Yayasan Wahana Kesehatan dan Lingkungan Lestari Found Indonesia,"Gowa Pallangga Julukanaya Dusun Pancana, Desa Julukanaya, Kecamatan Pallangga, Kab. Gowa Rt 001/Rw 002 KodePos : 92177 SULAWESI SELATAN"
SPPG Grobogan Geyer Geyer,"Jalan Kauman Barat, RT 002/RW 003, Desa Geyer, Kecamatan Geyer, Kabupaten Grobogan, Provinsi Jawa Tengah",23-08-2025,JAWA TENGAH,Wilayah II,Muhammad Mukti Fajrul Falah,,"Grobogan Geyer Geyer Jalan Kauman Barat, RT 002/RW 003, Desa Geyer, Kecamatan Geyer, Kabupaten Grobogan, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Grobogan Geyer Ledokdawan,"Dusun Muneng Rt 01 Rw 03, Ledokdawan, Kec. Geyer, Kab. Grobogan, Jawa Tengah",23-09-2025,JAWA TENGAH,Wilayah II,Agung Djaka Suryajaya,,"Grobogan Geyer Ledokdawan Dusun Muneng Rt 01 Rw 03, Ledokdawan, Kec. Geyer, Kab. Grobogan, Jawa Tengah JAWA TENGAH"
SPPG Grobogan Geyer Suru 1,"Jl. Raya Karangsono Lajer Karangwoyo Kulo, Kelurahan Suru, Kecamatan Geyer, Kabupaten Grobogan, Jawa Tengah",17-09-2025,JAWA TENGAH,Wilayah II,Gilbert Addrian Risky,,"Grobogan Geyer Suru 1 Jl. Raya Karangsono Lajer Karangwoyo Kulo, Kelurahan Suru, Kecamatan Geyer, Kabupaten Grobogan, Jawa Tengah JAWA TENGAH"
SPPG Grobogan Godong Pahesan,"Dusun Tungu Rt.08 Rw.01 Desa Pahesan, Kecamatan Godong, Kabupaten Grobogan, Jawa Tengah",12-10-2025,JAWA TENGAH,Wilayah II,Akhid Sofiyull Izza,,"Grobogan Godong Pahesan Dusun Tungu Rt.08 Rw.01 Desa Pahesan, Kecamatan Godong, Kabupaten Grobogan, Jawa Tengah JAWA TENGAH"
SPPG Grobogan Grobogan Grobogan 1,"Asrama Kodim 0717, RT 001, RW 004, Dusun  Pucang, Kelurahan Grobogan, Kecamatan Grobogan, Kabupaten Grobogan",17-02-2025,JAWA TENGAH,Wilayah II,Dyon Novan Prawira,Yayasan Asra Bakti Maritim,"Grobogan Grobogan Grobogan 1 Asrama Kodim 0717, RT 001, RW 004, Dusun  Pucang, Kelurahan Grobogan, Kecamatan Grobogan, Kabupaten Grobogan JAWA TENGAH"
SPPG Grobogan Tawangharjo Plosorejo,"Dusun Ploso, RT 004/RW 001, Desa Plosorejo, Kecamatan Tawangharjo, Kabupaten Grobogan, Provinsi Jawa Tengah",23-08-2025,JAWA TENGAH,Wilayah II,Yanuwar Valentinno Setia Abadi,,"Grobogan Tawangharjo Plosorejo Dusun Ploso, RT 004/RW 001, Desa Plosorejo, Kecamatan Tawangharjo, Kabupaten Grobogan, Provinsi Jawa Tengah JAWA TENGAH"
SPPG Grobogan Tawangharjo Pulongrambe,"Dusun Mayang, Desa Pulongrambe RT 16 RW 03 Kecamatan Tawangharjo Kabupaten Grobogan",28-07-2025,JAWA TENGAH,Wilayah II,Dwi Bayu Kurniawan,Yayasan Alfi Rahma Fadila,"Grobogan Tawangharjo Pulongrambe Dusun Mayang, Desa Pulongrambe RT 16 RW 03 Kecamatan Tawangharjo Kabupaten Grobogan JAWA TENGAH"
SPPG Halmahera Barat Sahu Timur Akelamo,"Desa Akelamo Samping Indomaret Rt/Rw 003/003 Kec. Sahu Timur Kab. Halmahera Barat, Akelamo, Sahu Timur, Kab. Halmahera Barat, Maluku Utara",25-09-2025,MALUKU UTARA,Wilayah III,Hasanudin Mustafa,,"Halmahera Barat Sahu Timur Akelamo Desa Akelamo Samping Indomaret Rt/Rw 003/003 Kec. Sahu Timur Kab. Halmahera Barat, Akelamo, Sahu Timur, Kab. Halmahera Barat, Maluku Utara MALUKU UTARA"
SPPG Indragiri Hilir Keritang Kota Baru Seberida,"Jl. Syekh Abdurrahman Yakub Parit 03 Dusun Teladan Rt /Rw 01/01, Kota Baru Seberida, Keritang, Kabupaten Indragiri Hilir, Riau",03-09-2025,RIAU,Wilayah I,Muhajir,,"Indragiri Hilir Keritang Kota Baru Seberida Jl. Syekh Abdurrahman Yakub Parit 03 Dusun Teladan Rt /Rw 01/01, Kota Baru Seberida, Keritang, Kabupaten Indragiri Hilir, Riau RIAU"
SPPG Indramayu Arahan Linggajati,"Blok Kibuyut Rt. 001 Rw. 002, Linggajati, Arahan, Kabupaten Indramayu, Jawa Barat",15-09-2025,JAWA BARAT,Wilayah II,Moh. Nawawi,,"Indramayu Arahan Linggajati Blok Kibuyut Rt. 001 Rw. 002, Linggajati, Arahan, Kabupaten Indramayu, Jawa Barat JAWA BARAT"
SPPG Indramayu Karangampel Karangampel,"Jl. Raya Barat Karangampel Blok Gang Bulandesa Karang Ampel Rt 10 Rw 03 Kec. Karang Ampel Kab.&amp;amp;amp;amp;amp;amp;nbsp;Indramayu, Jawa Barat",03-10-2025,JAWA BARAT,Wilayah II,Nurlaeni Faizal,,"Indramayu Karangampel Karangampel Jl. Raya Barat Karangampel Blok Gang Bulandesa Karang Ampel Rt 10 Rw 03 Kec. Karang Ampel Kab.&amp;amp;amp;amp;amp;amp;nbsp;Indramayu, Jawa Barat JAWA BARAT"
SPPG Jakut Cilincing Marunda,"Jl. Marunda Baru Rt 12 Rw 03 Kelurahan Marunda Kec.&amp;amp;amp;amp;amp;amp;nbsp;Ceilincing, Kota Adm. Jakarta Utara, Dki Jakarta",24-09-2025,DKI JAKARTA,Wilayah II,Louise David Haganta,,"Jakut Cilincing Marunda Jl. Marunda Baru Rt 12 Rw 03 Kelurahan Marunda Kec.&amp;amp;amp;amp;amp;amp;nbsp;Ceilincing, Kota Adm. Jakarta Utara, Dki Jakarta DKI JAKARTA"
SPPG Jayapura Kemtuk Kwansu,"Jl. Karya Bumi Kwansu, RT. 02/RW. 01 kec Kemtuk,",30-06-2025,P A P U A,Wilayah III,Yuliyanti Beno,Yayasan Pelita Perabu Berjaya Indonesia,"Jayapura Kemtuk Kwansu Jl. Karya Bumi Kwansu, RT. 02/RW. 01 kec Kemtuk, P A P U A"
SPPG Jember Sukorambi Karangpring,"Dusun Gendir Karangpring Sukorambi Jember, Karangpring, Sukorambi, Kabupaten Jember, Jawa Timur",11-10-2025,JAWA TIMUR,Wilayah II,Anton Wijaya,,"Jember Sukorambi Karangpring Dusun Gendir Karangpring Sukorambi Jember, Karangpring, Sukorambi, Kabupaten Jember, Jawa Timur JAWA TIMUR"
SPPG Jepara Donorojo Blingoh,Dukuh KRAJAN RT 005 RW 001 DESA BLINGOH KECAMATAN DONOROJO KABUPATEN JEPARA,19-08-2025,JAWA TENGAH,Wilayah II,Naila Ufiidatul Uzkiyyah,,Jepara Donorojo Blingoh Dukuh KRAJAN RT 005 RW 001 DESA BLINGOH KECAMATAN DONOROJO KABUPATEN JEPARA JAWA TENGAH
SPPG Jepara Keling Jlegong,"Jl. Raya Kelet-Bangsri, Dukuh Krajan, RT 001 RW 001, Desa Jlegong, Kecamatan Keling, Kabupaten Jepara",23-06-2025,JAWA TENGAH,Wilayah II,Nuha Fadhilah Oktaviana,Yayasan Al Fitroh Watuaji,"Jepara Keling Jlegong Jl. Raya Kelet-Bangsri, Dukuh Krajan, RT 001 RW 001, Desa Jlegong, Kecamatan Keling, Kabupaten Jepara JAWA TENGAH"
SPPG Jepara Keling Kaligarang,"Dukuh Karang Anyar Rt 005 Rw 002 Desa Kaligarang Kecamatan Keling Kabupaten Jepara, Jawa Tengah",15-10-2025,JAWA TENGAH,Wilayah II,Li`Izzah Diana Manzil,,"Jepara Keling Kaligarang Dukuh Karang Anyar Rt 005 Rw 002 Desa Kaligarang Kecamatan Keling Kabupaten Jepara, Jawa Tengah JAWA TENGAH"
SPPG Jombang Kabuh Mangunan,"Dusun Brumbung Rt/Rw 001/004 Desa Mangunan, Kecamatan Kabuh, Kabupaten Jombang, Jawa Timuir, Mangunan, Kabuh, Kab. Jombang, Jawa Timur",12-09-2025,JAWA TIMUR,Wilayah II,Cakra Rizky Fortuna,,"Jombang Kabuh Mangunan Dusun Brumbung Rt/Rw 001/004 Desa Mangunan, Kecamatan Kabuh, Kabupaten Jombang, Jawa Timuir, Mangunan, Kabuh, Kab. Jombang, Jawa Timur JAWA TIMUR"
SPPG Kaimana Kaimana Kaimana Kota 2,"Jl. Perumahan DPR, air tiba, kelurahan Krooy Kecamatan Kaimana ",17-03-2025,PAPUA BARAT,Wilayah III,Muhammad Akmal Rahman,Yayasan Kasih El-Shaday,"Kaimana Kaimana Kaimana Kota 2 Jl. Perumahan DPR, air tiba, kelurahan Krooy Kecamatan Kaimana  PAPUA BARAT"
SPPG Kampar Kampa Kampar 2,"RT.001/RW.002, Dusun IV Pinantan, Kel/Desa Kampar, Kec. Kampa, Kab. Kampar, Riau",16-09-2025,RIAU,Wilayah I,Rudi Cahyadi,,"Kampar Kampa Kampar 2 RT.001/RW.002, Dusun IV Pinantan, Kel/Desa Kampar, Kec. Kampa, Kab. Kampar, Riau RIAU"
SPPG Kampar Kampa Kampar 3,"Jl. Pinatan Dusun II Pasar Selatan, Rt/Rw 001/002 Desa Kampar, Kec. Kampa, Kab. Kampar, Riau",09-10-2025,RIAU,Wilayah I,Rio Anugrah Akbar,,"Kampar Kampa Kampar 3 Jl. Pinatan Dusun II Pasar Selatan, Rt/Rw 001/002 Desa Kampar, Kec. Kampa, Kab. Kampar, Riau RIAU"
SPPG Kampar Kampar Pulau Sarak," RT 002 RW 001 Dusun Nonca Godang Desa Pulau Sarak, Kecamatan Kampar, Kabupaten Kampar, Provinsi Riau",30-08-2025,RIAU,Wilayah I,Septiyan Eko Widianto,,"Kampar Kampar Pulau Sarak  RT 002 RW 001 Dusun Nonca Godang Desa Pulau Sarak, Kecamatan Kampar, Kabupaten Kampar, Provinsi Riau RIAU"
SPPG Kampar Kampar Utara Sungai Tonang,"RT 001/RW 001, Dusun 2, Desa Sungai Tonang, Kecamatan Kampar Utara, Kabupaten Kampar, Provinsi Riau",11-08-2025,RIAU,Wilayah I,Ulul Azmi Amri,,"Kampar Kampar Utara Sungai Tonang RT 001/RW 001, Dusun 2, Desa Sungai Tonang, Kecamatan Kampar Utara, Kabupaten Kampar, Provinsi Riau RIAU"
SPPG Kampar Kuok Pulau Jambu 3,"Jalan Pulau Balai, Desa Pulau Jambu, Kecamatan Kuok,Kabupate Kampar Provinsi Riau",21-08-2025,RIAU,Wilayah I,Rezki Kurniawan,,"Kampar Kuok Pulau Jambu 3 Jalan Pulau Balai, Desa Pulau Jambu, Kecamatan Kuok,Kabupate Kampar Provinsi Riau RIAU"
SPPG Kampar Pehentian Raja Hangtuah,"Jl. Lingga
Jalur 7, SP 1
RT 015/ RW 004
",05-05-2025,RIAU,Wilayah I,Galih Nursaka Bianto,Yayasan Saung Awi Panyawangan,"Kampar Pehentian Raja Hangtuah Jl. Lingga
Jalur 7, SP 1
RT 015/ RW 004
 RIAU"
SPPG Kampar Rumbio Jaya Simpang Petai,"Dusun III Kubu Cubadak, Desa Simpang Petai, Kec. Rumbio Jaya, Kab. Kampar,&amp;amp;amp;amp;nbsp;Riau",13-06-2025,RIAU,Wilayah I,Samsul bahtiar,Yayasan Srikandi Barokah Utama,"Kampar Rumbio Jaya Simpang Petai Dusun III Kubu Cubadak, Desa Simpang Petai, Kec. Rumbio Jaya, Kab. Kampar,&amp;amp;amp;amp;nbsp;Riau RIAU"
SPPG Kampar Tambang Sungai Pinang 2,"Rt 002/Rt 001 Dusun 2 Desa Sungai Pinang Kecamatan Tambang Kabupaten Kampar, Riau",01-10-2025,RIAU,Wilayah I,Rezky Abdillah,,"Kampar Tambang Sungai Pinang 2 Rt 002/Rt 001 Dusun 2 Desa Sungai Pinang Kecamatan Tambang Kabupaten Kampar, Riau RIAU"
SPPG Kampar Tambang Tambang,"Dusun Ii Sei Putih, Desa Kualu Nenas Kecamatan Tambang, Tambang, Kabupaten Kampar, Riau",26-09-2025,RIAU,Wilayah I,Ridwan,,"Kampar Tambang Tambang Dusun Ii Sei Putih, Desa Kualu Nenas Kecamatan Tambang, Tambang, Kabupaten Kampar, Riau RIAU"
SPPG Kampar Tapung Bencah Kelubi,Rt 012 Rw 005 Dusun 02 Desa Benca Kelubi Kecamatan Tapung Kabupaten Kampar Provinsi Riau,29-09-2025,RIAU,Wilayah I,Elgha Marenthis Purba,,Kampar Tapung Bencah Kelubi Rt 012 Rw 005 Dusun 02 Desa Benca Kelubi Kecamatan Tapung Kabupaten Kampar Provinsi Riau RIAU
SPPG Kampar Tapung Hulu Sukaramai,"Desa Sukaramai Dusun 3 Handayani Rt 01 Rw 01 Kecamatan Tapung Hulu, Kabupaten Kampar, Provinsi Riau",30-08-2025,RIAU,Wilayah I,Yuda Prasetiyo,,"Kampar Tapung Hulu Sukaramai Desa Sukaramai Dusun 3 Handayani Rt 01 Rw 01 Kecamatan Tapung Hulu, Kabupaten Kampar, Provinsi Riau RIAU"
SPPG Kampar Tapung Mukti Sari,Jl. Kopi Rt/Rw 001/001 Desa Muktisari Kecamatan Tapung Kabupaten Kampar Provinsi Riau ,27-08-2025,RIAU,Wilayah I,Sari Nauli Sinaga,,Kampar Tapung Mukti Sari Jl. Kopi Rt/Rw 001/001 Desa Muktisari Kecamatan Tapung Kabupaten Kampar Provinsi Riau  RIAU
SPPG Kampar Tapung Petapahan 2,"Dusun II Petapahan Rt 019 Rw 005, Desa Petapahan, Kec. Tapung. Prov. Riau, Petapahan, Tapung, Kab. Kampar, Riau",29-08-2025,RIAU,Wilayah I,Dawani Makdalena Manik,,"Kampar Tapung Petapahan 2 Dusun II Petapahan Rt 019 Rw 005, Desa Petapahan, Kec. Tapung. Prov. Riau, Petapahan, Tapung, Kab. Kampar, Riau RIAU"
SPPG Kampar Tapung Sungai Lambu Makmur,Rt 011 Rw 004 Desa Sungai Lambu Makmur Kecamatan Tapung Kabupaten Kampar Provinsi Riau,24-08-2025,RIAU,Wilayah I,Dahlia Fatresia Sitorus,,Kampar Tapung Sungai Lambu Makmur Rt 011 Rw 004 Desa Sungai Lambu Makmur Kecamatan Tapung Kabupaten Kampar Provinsi Riau RIAU
SPPG Karanganyar Tasikmadu Pandeyan,"Jalan Raya Kebakkramat - Tasikmadu Titang Rt.01 Rw.03, Pandeyan, Kec. Tasikmadu, Kab, Karanganyar, Jawa Tengah",01-09-2025,JAWA TENGAH,Wilayah II,Arwanda Tulus Kurniyanto,,"Karanganyar Tasikmadu Pandeyan Jalan Raya Kebakkramat - Tasikmadu Titang Rt.01 Rw.03, Pandeyan, Kec. Tasikmadu, Kab, Karanganyar, Jawa Tengah JAWA TENGAH"
SPPG Karangasem Kubu Dukuh,"Jl. Raya Amlapura-Singaraja, Desa Dukuh, Kec. Kubu, Kab. Karangasem, Prov. Bali",21-07-2025,BALI,Wilayah III,I Komang Juliantara,Yayasan Agung Jaya Mandiri,"Karangasem Kubu Dukuh Jl. Raya Amlapura-Singaraja, Desa Dukuh, Kec. Kubu, Kab. Karangasem, Prov. Bali BALI"
SPPG Karawang Karawang Barat Tanjungmekar,"Jalan Raden Arya Harisapta, KW 7 RT 009/RW 015, Kampung Kertijata, Desa Tanjung Mekar, Kecamatan Karawang Barat, Kabupaten Karawang, Provinsi Jawa Barat",16-09-2025,JAWA BARAT,Wilayah II,Jordiansyah Simto Sinaga,,"Karawang Karawang Barat Tanjungmekar Jalan Raden Arya Harisapta, KW 7 RT 009/RW 015, Kampung Kertijata, Desa Tanjung Mekar, Kecamatan Karawang Barat, Kabupaten Karawang, Provinsi Jawa Barat JAWA BARAT"
SPPG Kayong Utara Seponti Seponti Jaya,"Jl. Kampung Baru Komplek Pasar Rt/Rw 012/004 Desa Seponti Jaya Kec. Seponti Kab. Kayong Utara Provinsi, Kalimantan Barat",30-09-2025,KALIMANTAN BARAT,Wilayah III,Asnawi,,"Kayong Utara Seponti Seponti Jaya Jl. Kampung Baru Komplek Pasar Rt/Rw 012/004 Desa Seponti Jaya Kec. Seponti Kab. Kayong Utara Provinsi, Kalimantan Barat KALIMANTAN BARAT"
